566|Svela|28-12-2012|Elias Naman |Siria|Marmol Travertino|566.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.439191,-58.982155||||
567|Interior|28-12-2012|Mario Lopes|Portugal|Marmol Travertino|567.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.439548,-58.982485||||
568|Última|28-12-2012|Julia Farjat|Argentina|Madera y Metal|568.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.439595,-58.982611||||
569|El Bosque en Paz|28-12-2012|Baku Inoue |Japon|Marmol Travertino|569.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.440133,-58.983214||||
570|Sexto Sol|28-12-2012|Carlos Monge |Mexico|Marmol Travertino|570.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.440533,-58.98364||||
571|El Ultimo Baktun|28-12-2012|Nestor Alejandro Vildoza |Argentina|Marmol Travertino|571.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.440302,-58.983348||||
572|Adelante|28-12-2012|Alessio Ranaldi |Italia|Marmol Travertino|572.jpg|Av. de los Inmigrantes, Rambla de las Esculturas|-27.440683,-58.983729||||
573|Identidad|28-12-2012|Dario Klehr |Argentina|Cemento|573.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.440179,-58.983289||||
574|Espejos  del Cielo|28-12-2012|Fernando Pintos|Colombia|Marmol Travertino|574.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.438019,-58.980892||||
575|Título desconocido||Carlos Diaz Navarro |Argentina|Madera|575.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.439445,-58.982361||||
576|Intitulada|28-12-2012|Jose Luis De Leo|Argentina|Madera|576.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.43861,-58.981543||||
577|El dia que la tierra pierda su color |28-12-2012|Fabriciano|Argentina|Granito|577.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.440452,-58.98356||||
578|Universo|28-12-2012|Jorge Luiz Schröder|Brasil|Madera|578.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.439943,-58.982989||||
579|Natura|28-12-2012|Cobo Jesús|Desconocido|Madera|579.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.439319,-58.982235||||
580|Pareja Astral||Mónica  Chames |Argentina|Cemento|580.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.439081,-58.982053||||
581|Doma|11-4-2012|Alber H. Hussman|Alemania|Cemento|581.jpg|Av. Sarmiento 726|-27.445249,-58.979816||||
582|Desde Adentro|9-5-2012|Eduardo Ledante|Argentina|Madera|582.jpg|Salta 1117 - Escuela San Roque U.E.P N° 31|-27.444558,-58.999304||||
583|Origenes|14-5-2013|María Inés  Palero|Argentina|Madera|583.JPG|Av. Rivadavia 260 - Comisaría Segunda|-27.445163,-58.984333||||
584|Pedestal de Amor|17-6-2012|Patricia Staub|Argentina|Bronce|584.jpg|Mitre 418|-27.447167281971023,-58.983755707740784||||
585|Victoria II|9-8-2013|Fabriciano|Argentina|Marmol Travertino|585.jpg|Pellegrini 575 - Biofar Imagen|-27.448196,-58.979832||||
586|Energia Vital I|26-11-2013|Fabriciano|Argentina|Marmol Travertino|586.jpg|Av. Italia 1436|-27.44383958709729,-58.96952164359391||||
587|Familia VI|18-12-2013|Fabriciano|Argentina|Hierro|587.jpg|Av. Italia 102|-27.45421033366085,-58.981081964448094||||
588|Cuando cantaba en N´viké II|30-12-2013|Eidman, Mimo|Argentina|Hierro|588.jpg|Santa Fe 1002|-27.441547,-58.993715||||Foto en DMRE, previo al emplazamieto
589|El Gemido de un Fuelle|7-3-2014|Francisco Martire|Argentina|Cemento|588.jpg|Av. Sarmiento 400 al 500|-27.447358,-58.982337||||
590|Milo I|7-3-2014|Milo Locket|Argentina|Chapa|590.jpg|Av. Sarmiento 500 al 600|-27.447091,-58.982047||||
591|Pujanza|28-3-2014|Fabriciano|Argentina|Mármol Travertino|590.jpg|Julio A. Roca 1765|-27.438165,-59.003039||||
592|Solidaridad II|28-3-2014|Fabriciano|Argentina|Mármol Travertino y Rosso Verona|592.jpg|Julio A. Roca 1725|-27.437903,-59.003325||||
593|Dulce Vivencia|8-5-2014|Adolfina Maciel|Argentina|Metal Polimerizado||Arbo y Blanco 273 - Radio Libertad|-27.457988,-58.98363||||
13|Maternidad||Arranz, Fernando|Argentina|Cerámica|13.jpg|Frondizi 150 - Actualmente en DMRE|||||Destrucción por vandalismo
38|El muro|07-26-1997|Cabrera Castillo, Dolores|Argentina|Hierro|38.jpg|Plazoleta Aldo y Efraín Boglietti|||||
72|Chaco 2000||Eidman, Mimo|Argentina|Desconocido|72.jpg|Av. Lavalle 400 al 500|||||Destruída por temporal
87|Vuelo||Fabriciano|Argentina|Cemento|87.jpg|Juan D. Perón 460|||||
91|Remontando el mar||Fabriciano|Argentina|Bronce|91.jpg|Pellegrini 480|||||Réplica del original. Robada el 30/01/2012
110|Pareja||Gaimari, Enrique|Argentina|Bronce|110.jpg|Pellegrini 746|||||Desaparecida
164|El pueblo||Marchesotti, Carlos|Desconocido|Granito reconstituído|164.jpg|Frondizi 217|||||
173|Néstor Amarilla||Monzón, Jorge|Argentina|Cemento|173.jpg|Av. Sarmiento 900 al 1000|||||
185|Sentidos|0-0-1999|Pariggi, Roberto|Argentina|Madera|185.jpg|Museum||Tercer Premio - Concurso Milenio|||
208|Hacia el nuevo siglo|0-0-1999|Ricardone, Víctor|Argentina|Madera y metal|208.jpg|Plazoleta Villa Don Santiago||Segundo Premio y Reconocimiento de los Escultores - Concurso Milenio|||Desaparecida
241|Tango||Tarraf, Adela|Argentina|Bronce|241.jpg|Av. 9 de Julio 249|||||
308|El legado||Pujol, Whashington|Desconocido|Cerámica|308.JPG|Güemes 600|||||
